teks_terjemah,Label_Asli,Prediksi_NB,Prediksi_SVM
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
tf,Neutral,Neutral,Neutral
agreeeee,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yyyyaaaa,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yoooiiiiii,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
I agree,Neutral,Neutral,Neutral
nope,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
I agree,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yep,Neutral,Neutral,Neutral
yeaaaaaaa,Neutral,Neutral,Neutral
yessss,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
p,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeaaaaaaaaaaaaa,Neutral,Neutral,Neutral
bang bang,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yo,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeaaaaaaa,Neutral,Neutral,Neutral
I don't agree,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
aim,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah lets go up,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yes,Neutral,Neutral,Neutral
yes yes like like it,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"yeah, really",Positive,Neutral,Positive
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yes yes yes yes yes,Neutral,Neutral,Neutral
yes yes yes go,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
go guy,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
b aj it's cool,Positive,Positive,Positive
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yesss,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeaaaaaaa,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
that's right,Positive,Positive,Positive
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
please really agree,Positive,Neutral,Positive
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeaaaaaaaaa,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
"yes, really",Positive,Neutral,Positive
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
aim,Neutral,Neutral,Neutral
yeah yeah yeah yeah,Neutral,Neutral,Neutral
I agree,Neutral,Neutral,Neutral
yeeaaa,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeaaaaappp,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah yeah yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
littlebodystupidbrain yeah,Neutral,Neutral,Neutral
yes by the way choi crystal mentioned,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yes plsssssss,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"Yes, go to Windahh, Caleb, Bang Windahh",Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeaaaaaaaaaa,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeaaaaaaaaaa,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
ja,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"yes, that's really it",Positive,Neutral,Positive
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"yeah, continue",Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
aim,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
up,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"Really, the story is really exciting, Zayne appears like in the next chapter, Sylus, Caleb",Positive,Positive,Positive
Yes,Neutral,Neutral,Neutral
seeeeeeee,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
I agree,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
no,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yes or no yes yeaaaaaaaa,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"Yes, go to Soojunggg",Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
g,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
s,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"Yes, please tell me, Bro, Windah will open the homecoming wings so that Caleb can open them",Neutral,Neutral,Neutral
yyw,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
annoying,Negative,Negative,Negative
yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
agreeeee,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yep,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
I agree,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah yeah yeah yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yes pls,Neutral,Neutral,Neutral
I agree,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"littlebodystupidbrain agree, come on bro",Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
"yeah, yeah",Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
yeaaaaaaaaa,Neutral,Neutral,Neutral
yeah,Neutral,Neutral,Neutral
Yes,Neutral,Neutral,Neutral
no,Neutral,Neutral,Neutral
g,Neutral,Neutral,Neutral
no,Neutral,Neutral,Neutral
no,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
,Neutral,Neutral,Neutral
no,Neutral,Neutral,Neutral
no,Neutral,Neutral,Neutral
no,Neutral,Neutral,Neutral
there's nothing wrong,Negative,Negative,Negative
Thank you bro Windaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Neutral,Neutral,Neutral
gg bro windahhh thank you very much speak up girl love and deep space,Positive,Positive,Positive
thank you bro,Neutral,Neutral,Neutral
"Bro, handsome windah",Positive,Positive,Positive
mmmm,Neutral,Neutral,Neutral
Thank you bro Windaah,Neutral,Neutral,Neutral
"The game is cool, it's fun to be curious",Positive,Positive,Negative
"thank uuu bro, windah for playing this game",Negative,Negative,Negative
"thank you bro, thank you",Neutral,Neutral,Neutral
thank you bro windah,Neutral,Neutral,Neutral
"Thank you, bro Windaahhh",Neutral,Neutral,Neutral
thanks bro,Positive,Positive,Positive
Thank you bro Brando for the game,Negative,Neutral,Negative
Very sigma bro,Positive,Neutral,Neutral
thank you bro,Neutral,Neutral,Neutral
bang fits the deepspace character,Neutral,Neutral,Neutral
very funny,Positive,Positive,Positive
,Neutral,Neutral,Neutral
keep it up caleb bro really like caleb,Positive,Positive,Positive
really late,Negative,Negative,Negative
yeyyyyyy,Neutral,Neutral,Neutral
steady,Positive,Positive,Positive
thanks gurl,Positive,Positive,Positive
it's really fun,Positive,Positive,Positive
great time laughing,Positive,Positive,Positive
"Honestly, I can't stand it",Positive,Positive,Positive
Bang Windah is amazed by Zayne,Neutral,Neutral,Neutral
thank you bro windah yasssh gurlll,Neutral,Neutral,Neutral
"I like salting, bro",Neutral,Neutral,Neutral
Handsome Zayneee,Positive,Positive,Positive
"Enjoy playing the game, bro, there is nothing wrong, enjoy",Negative,Negative,Negative
"gg bro, let's unlock Caleb",Neutral,Neutral,Neutral
Sylus is really handsome,Positive,Positive,Positive
"bro, thanks bro",Positive,Positive,Positive
"thanks for the review bro, there's nothing wrong in it",Negative,Positive,Negative
role model indeed,Neutral,Neutral,Neutral
"Thank you bro for playing the game, we love you and always support you",Positive,Positive,Positive
"Thank you for playing the game, stay healthy and happy",Positive,Positive,Positive
what a game,Negative,Negative,Negative
"Hey, beautiful",Positive,Positive,Positive
your face is cute fika,Positive,Positive,Neutral
fika,Neutral,Neutral,Neutral
ugh,Neutral,Neutral,Neutral
askedvondegurechaff what's so strange about your bkp game huh,Negative,Negative,Negative
I asked vondegurechaff,Neutral,Neutral,Neutral
first,Positive,Neutral,Neutral
thanks bro for playing this game,Negative,Positive,Negative
I'm proud bro,Positive,Positive,Positive
gg,Neutral,Neutral,Neutral
sigma signa boy,Neutral,Neutral,Neutral
"thank you bro, forgot to rest, kite shark, i love you, bro, windah",Positive,Positive,Positive
great spirit,Positive,Positive,Positive
"Thank you bro, playing the game is really fun",Negative,Positive,Negative
gg,Neutral,Neutral,Neutral
Bro Windah is cool,Positive,Positive,Positive
waaaaahhh thank you bro for playing the tysm game,Negative,Negative,Negative
"gg, bro, Windah, by the way, a really cool guy",Positive,Positive,Positive
deepspace reedem code,Neutral,Neutral,Neutral
"That's great bro, wasted watching until hours heheheh",Positive,Positive,Positive
